Run,Random Seed,MW_implemented_wind,MW_implemented_solar,MW_implemented_urban
5,94,172.0,804.0,324.0
5,95,197.0,521.0,331.5
5,96,103.0,603.0,330.0
5,97,179.0,977.0,318.0
5,98,103.0,516.0,316.5
5,99,161.0,726.0,352.5
6,0,121.0,552.0,283.5
6,1,140.0,594.0,250.5
6,2,100.0,521.0,262.5
6,3,119.0,777.0,265.5
6,4,155.0,537.0,261.0
6,5,123.0,652.0,279.0
6,6,154.0,532.0,247.5
6,7,123.0,692.0,250.5
6,8,149.0,476.0,268.5
6,9,174.0,645.0,261.0
6,10,127.0,614.0,264.0
6,11,121.0,694.0,261.0
6,12,161.0,716.0,262.5
6,13,159.0,687.0,271.5
6,14,134.0,549.0,256.5
6,15,118.0,582.0,253.5
6,16,117.0,518.0,259.5
6,17,108.0,634.0,243.0
6,18,150.0,682.0,289.5
6,19,93.0,635.0,268.5
6,20,162.0,920.0,243.0
6,21,147.0,434.0,256.5
6,22,194.0,643.0,285.0
6,23,108.0,638.0,270.0
6,24,112.0,789.0,265.5
6,25,154.0,658.0,262.5
6,26,149.0,612.0,250.5
6,27,132.0,630.0,268.5
6,28,112.0,863.0,220.5
6,29,213.0,805.0,241.5
6,30,162.0,610.0,285.0
6,31,118.0,533.0,270.0
6,32,138.0,536.0,229.5
6,33,137.0,504.0,255.0
6,34,104.0,734.0,270.0
6,35,156.0,607.0,265.5
6,36,160.0,578.0,280.5
6,37,143.0,644.0,277.5
6,38,119.0,596.0,226.5
6,39,138.0,947.0,297.0
6,40,98.0,605.0,265.5
6,41,197.0,429.0,253.5
6,42,127.0,644.0,282.0
6,43,99.0,665.0,262.5
6,44,155.0,580.0,273.0
6,45,113.0,578.0,247.5
6,46,113.0,492.0,259.5
6,47,133.0,669.0,250.5
6,48,179.0,638.0,238.5
6,49,84.0,416.0,249.0
6,50,138.0,555.0,246.0
6,51,150.0,843.0,256.5
6,52,104.0,703.0,255.0
6,53,134.0,415.0,259.5
6,54,174.0,775.0,250.5
6,55,124.0,716.0,268.5
6,56,128.0,677.0,247.5
6,57,123.0,820.0,271.5
6,58,109.0,475.0,234.0
6,59,109.0,744.0,289.5
6,60,132.0,626.0,235.5
6,61,130.0,771.0,271.5
6,62,137.0,534.0,256.5
6,63,94.0,370.0,258.0
6,64,160.0,623.0,238.5
6,65,215.0,656.0,237.0
6,66,152.0,619.0,253.5
6,67,88.0,777.0,237.0
6,68,127.0,525.0,274.5
6,69,165.0,520.0,246.0
6,70,105.0,596.0,229.5
6,71,153.0,927.0,249.0
6,72,104.0,345.0,259.5
6,73,145.0,508.0,241.5
6,74,99.0,564.0,265.5
6,75,160.0,390.0,283.5
6,76,184.0,649.0,280.5
6,77,148.0,624.0,258.0
6,78,132.0,668.0,259.5
6,79,100.0,661.0,208.5
6,80,146.0,459.0,244.5
6,81,108.0,654.0,277.5
6,82,160.0,494.0,255.0
6,83,94.0,552.0,243.0
6,84,110.0,463.0,243.0
6,85,75.0,682.0,246.0
6,86,122.0,749.0,225.0
6,87,126.0,673.0,292.5
6,88,142.0,695.0,243.0
6,89,136.0,696.0,250.5
6,90,174.0,672.0,256.5
6,91,134.0,527.0,247.5
6,92,153.0,522.0,270.0
6,93,138.0,668.0,267.0
6,94,204.0,657.0,265.5
6,95,167.0,372.0,259.5
6,96,123.0,803.0,270.0
6,97,118.0,683.0,237.0
6,98,119.0,702.0,261.0
6,99,157.0,703.0,241.5
7,0,35.0,75.0,78.0
7,1,35.0,105.0,70.5
7,2,20.0,208.0,69.0
7,3,25.0,30.0,61.5
7,4,55.0,60.0,58.5
7,5,55.0,105.0,64.5
7,6,35.0,134.0,67.5
7,7,5.0,161.0,63.0
7,8,40.0,30.0,82.5
7,9,70.0,29.0,93.0
7,10,25.0,59.0,67.5
7,11,40.0,75.0,103.5
7,12,25.0,250.0,87.0
7,13,15.0,136.0,45.0
7,14,10.0,134.0,64.5
7,15,35.0,282.0,84.0
7,16,25.0,74.0,70.5
7,17,15.0,60.0,81.0
7,18,40.0,148.0,55.5
7,19,25.0,119.0,46.5
7,20,35.0,60.0,69.0
7,21,30.0,105.0,87.0
7,22,25.0,220.0,70.5
7,23,30.0,89.0,64.5
7,24,35.0,103.0,79.5
7,25,39.0,90.0,72.0
7,26,25.0,105.0,67.5
7,27,30.0,135.0,49.5
7,28,20.0,90.0,85.5
7,29,25.0,89.0,82.5
7,30,34.0,88.0,84.0
7,31,34.0,150.0,64.5
7,32,34.0,107.0,55.5
7,33,5.0,135.0,69.0
7,34,34.0,60.0,78.0
7,35,20.0,105.0,79.5
7,36,25.0,149.0,84.0
7,37,35.0,75.0,66.0
7,38,40.0,44.0,76.5
7,39,30.0,149.0,81.0
7,40,45.0,90.0,81.0
7,41,68.0,147.0,96.0
7,42,10.0,134.0,52.5
7,43,35.0,44.0,82.5
7,44,35.0,119.0,75.0
7,45,44.0,119.0,60.0
7,46,30.0,149.0,70.5
7,47,25.0,75.0,64.5
7,48,20.0,90.0,69.0
